upstream_file,upstream_symbol,function_mangled,function_demangled,call_count,mapping_status,gap_priority,waiver_types,rust_refs,workload_ids,notes
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA17_cA6_cA26_cjEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [17], char [6], char [26], unsigned int>(char const (&) [17], char const (&) [6], char const (&) [26], unsigned int const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA20_cNS1_7OnelineENS0_16MnUserParametersEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [20], ROOT::Minuit2::MnPrint::Oneline, ROOT::Minuit2::MnUserParameters>(char const (&) [20], ROOT::Minuit2::MnPrint::Oneline const&, ROOT::Minuit2::MnUserParameters const&)",16,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA22_cPKcA23_cS5_EEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [22], char const*, char [23], char const*>(char const (&) [22], char const* const&, char const (&) [23], char const* const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA23_cNS0_12MinimumStateEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [23], ROOT::Minuit2::MinimumState>(char const (&) [23], ROOT::Minuit2::MinimumState const&)",1,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA24_cNS1_7OnelineENS0_16MnUserParametersEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [24], ROOT::Minuit2::MnPrint::Oneline, ROOT::Minuit2::MnUserParameters>(char const (&) [24], ROOT::Minuit2::MnPrint::Oneline const&, ROOT::Minuit2::MnUserParameters const&)",12,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA24_ciNSt3__14pairIddEEA7_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [24], int, std::__1::pair<double, double>, char [7], double>(char const (&) [24], int const&, std::__1::pair<double, double> const&, char const (&) [7], double const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA25_cNS1_7OnelineENS0_16MnUserParametersEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [25], ROOT::Minuit2::MnPrint::Oneline, ROOT::Minuit2::MnUserParameters>(char const (&) [25], ROOT::Minuit2::MnPrint::Oneline const&, ROOT::Minuit2::MnUserParameters const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA27_cNS1_7OnelineENS0_16MnUserParametersEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [27], ROOT::Minuit2::MnPrint::Oneline, ROOT::Minuit2::MnUserParameters>(char const (&) [27], ROOT::Minuit2::MnPrint::Oneline const&, ROOT::Minuit2::MnUserParameters const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA27_cmEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [27], unsigned long>(char const (&) [27], unsigned long const&)",1,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA31_cdA18_cjEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [31], double, char [18], unsigned int>(char const (&) [31], double const&, char const (&) [18], unsigned int const&)",27,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA35_cNS0_12MinimumStateEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [35], ROOT::Minuit2::MinimumState>(char const (&) [35], ROOT::Minuit2::MinimumState const&)",1,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA37_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [37], double>(char const (&) [37], double const&)",4,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA50_cEEEvDpRKT_,void ROOT::Minuit2::MnPrint::Info<char [50]>(char const (&) [50]),26,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA67_cdEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<char [67], double>(char const (&) [67], double const&)",32,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA76_cEEEvDpRKT_,void ROOT::Minuit2::MnPrint::Info<char [76]>(char const (&) [76]),1,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJA87_cEEEvDpRKT_,void ROOT::Minuit2::MnPrint::Info<char [87]>(char const (&) [87]),2,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJNS1_7OnelineEEEEvDpRKT_,void ROOT::Minuit2::MnPrint::Info<ROOT::Minuit2::MnPrint::Oneline>(ROOT::Minuit2::MnPrint::Oneline const&),126,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>>(std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>> const&)",69,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJNSt3__14pairIddEEEEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<std::__1::pair<double, double>>(std::__1::pair<double, double> const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_1EEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_1>(ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_1 const&)",16,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_2EEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_2>(ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_2 const&)",12,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_4EEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_4>(ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_4 const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Info,_ZN4ROOT7Minuit27MnPrint4InfoIJZNKS0_15MnFunctionCrossclENSt6__ROOT4spanIKjEENS5_IKdEES9_djE3$_5EEEvDpRKT_,"void ROOT::Minuit2::MnPrint::Info<ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_5>(ROOT::Minuit2::MnFunctionCross::operator()(std::__ROOT::span<unsigned int const>, std::__ROOT::span<double const>, std::__ROOT::span<double const>, double, unsigned int) const::$_5 const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA107_cEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [107]>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [107])",2,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA10_cicA13_cdddcS4_dddcS4_dcS4_ddcS4_dddEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [10], int, char, char [13], double, double, double, char, char [13], double, double, double, char, char [13], double, char, char [13], double, double, char, char [13], double, double, double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [10], int const&, char const&, char const (&) [13], double const&, double const&, double const&, char const&, char const (&) [13], double const&, double const&, double const&, char const&, char const (&) [13], double const&, char const&, char const (&) [13], double const&, double const&, char const&, char const (&) [13], double const&, double const&, double const&)",102,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA10_cjA12_cdA3_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [10], unsigned int, char [12], double, char [3], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [10], unsigned int const&, char const (&) [12], double const&, char const (&) [3], double const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA10_cjA22_cdA3_cdA8_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [10], unsigned int, char [22], double, char [3], double, char [8], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [10], unsigned int const&, char const (&) [22], double const&, char const (&) [3], double const&, char const (&) [8], double const&)",8,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA10_cmA5_cdS3_jA23_cNS0_8LAVectorEA15_cS6_EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [10], unsigned long, char [5], double, char [10], unsigned int, char [23], ROOT::Minuit2::LAVector, char [15], ROOT::Minuit2::LAVector>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [10], unsigned long const&, char const (&) [5], double const&, char const (&) [10], unsigned int const&, char const (&) [23], ROOT::Minuit2::LAVector const&, char const (&) [15], ROOT::Minuit2::LAVector const&)",81,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA12_cPKcA10_cNS0_8LAVectorES6_dS6_S7_S6_S7_S6_S7_EEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [12], char const*, char [10], ROOT::Minuit2::LAVector, char [10], double, char [10], ROOT::Minuit2::LAVector, char [10], ROOT::Minuit2::LAVector, char [10], ROOT::Minuit2::LAVector>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [12], char const* const&, char const (&) [10], ROOT::Minuit2::LAVector const&, char const (&) [10], double const&, char const (&) [10], ROOT::Minuit2::LAVector const&, char const (&) [10], ROOT::Minuit2::LAVector const&, char const (&) [10], ROOT::Minuit2::LAVector const&)",15,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA12_cdA4_cdA9_cdS4_dEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [12], double, char [4], double, char [9], double, char [4], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [12], double const&, char const (&) [4], double const&, char const (&) [9], double const&, char const (&) [4], double const&)",16,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA12_cjA11_cdA8_cdA7_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [12], unsigned int, char [11], double, char [8], double, char [7], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [12], unsigned int const&, char const (&) [11], double const&, char const (&) [8], double const&, char const (&) [7], double const&)",30,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA14_cEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [14]>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [14])",11,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA14_cNS0_15FunctionMinimumEEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [14], ROOT::Minuit2::FunctionMinimum>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [14], ROOT::Minuit2::FunctionMinimum const&)",27,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA15_cA14_cNS0_8LAVectorEA13_cS5_S3_NS0_11LASymMatrixEA8_cdEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [15], char [14], ROOT::Minuit2::LAVector, char [13], ROOT::Minuit2::LAVector, char [15], ROOT::Minuit2::LASymMatrix, char [8], double>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [15], char const (&) [14], ROOT::Minuit2::LAVector const&, char const (&) [13], ROOT::Minuit2::LAVector const&, char const (&) [15], ROOT::Minuit2::LASymMatrix const&, char const (&) [8], double const&)",27,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA15_cNS0_12MinimumStateEEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [15], ROOT::Minuit2::MinimumState>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [15], ROOT::Minuit2::MinimumState const&)",25,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
inc/Minuit2/MnPrint.h,Log,_ZN4ROOT7Minuit27MnPrint3LogIJA15_cNS1_7OnelineEEEEvNS1_9VerbosityEDpRKT_,"void ROOT::Minuit2::MnPrint::Log<char [15], ROOT::Minuit2::MnPrint::Oneline>(ROOT::Minuit2::MnPrint::Verbosity, char const (&) [15], ROOT::Minuit2::MnPrint::Oneline const&)",26,waived,P2,architectural,,quadratic3_fixx_migrad;quadratic3_fixx_hesse;rosenbrock2_migrad;quadratic2_minos_p0;quadratic2_simplex;rosenbrock2_minimize;quadratic2_minos_p1;quadratic2_lower_limited_migrad;rosenbrock2_migrad_strategy2;quadratic2_scan_p0;quadratic2_contours_01;quadratic2_no_g2_migrad,architectural refactor; no 1:1 symbol match
